time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-04-11T07:00,7.3,75,3.2,5.1,0.00,0.00,0.00,984.1,90,3.6,90,4.5,0.329,1
2023-04-11T08:00,10.4,64,3.9,8.1,0.00,0.00,0.00,983.3,90,5.7,125,6.2,0.328,1
2023-04-11T09:00,13.2,56,4.6,11.1,0.00,0.00,0.00,982.7,90,5.1,135,8.1,0.328,1
2023-04-11T10:00,14.5,53,4.9,12.7,0.00,0.00,0.00,982.2,90,3.9,124,9.5,0.327,1
2023-04-11T11:00,14.6,53,5.1,13.0,0.00,0.00,0.00,982.0,90,2.3,72,10.1,0.326,1
2023-04-11T12:00,15.1,52,5.2,12.6,0.00,0.00,0.00,980.8,85,9.2,159,10.4,0.326,1
2023-04-11T13:00,15.9,49,5.1,13.5,0.00,0.00,0.00,980.4,39,8.0,170,11.2,0.325,1
2023-04-11T14:00,17.0,44,4.7,15.1,0.00,0.00,0.00,980.0,59,4.3,156,12.2,0.324,1
2023-04-11T15:00,16.2,48,5.2,14.2,0.00,0.00,0.00,979.9,56,5.5,58,12.2,0.323,1
2023-04-11T16:00,14.4,57,6.1,11.6,0.00,0.00,0.00,980.4,43,12.6,31,11.7,0.323,1
2023-04-11T17:00,11.5,70,6.2,8.3,0.70,0.70,0.00,981.8,100,15.5,360,10.7,0.329,1
2023-04-11T18:00,10.6,70,5.5,8.4,0.00,0.00,0.00,982.2,62,7.7,11,9.8,0.329,0
2023-04-11T19:00,8.1,83,5.5,6.1,0.10,0.10,0.00,982.5,61,6.3,329,8.8,0.329,0
2023-04-11T20:00,7.9,85,5.5,6.1,0.00,0.00,0.00,982.7,86,4.2,301,8.2,0.329,0
2023-04-11T21:00,7.5,88,5.6,5.5,0.00,0.00,0.00,982.6,29,5.6,310,7.7,0.329,0
2023-04-11T22:00,6.1,90,4.6,3.8,0.00,0.00,0.00,982.6,11,6.7,306,7.0,0.329,0
2023-04-11T23:00,4.7,90,3.1,2.1,0.00,0.00,0.00,982.5,13,6.9,309,6.2,0.329,0
2023-04-12T00:00,5.3,87,3.2,1.9,0.00,0.00,0.00,982.6,32,12.0,311,6.8,0.318,0
2023-04-12T01:00,4.5,84,1.9,1.6,0.00,0.00,0.00,981.8,47,7.1,315,6.1,0.319,0
2023-04-12T02:00,4.5,82,1.7,1.3,0.00,0.00,0.00,981.6,38,8.9,333,5.5,0.319,0
2023-04-12T03:00,4.3,85,2.0,1.1,0.00,0.00,0.00,981.4,48,9.8,336,5.2,0.319,0
2023-04-12T04:00,3.6,87,1.6,0.7,0.00,0.00,0.00,980.9,56,6.6,338,4.8,0.319,0
2023-04-12T05:00,3.4,89,1.7,0.5,0.00,0.00,0.00,981.4,39,6.6,292,4.5,0.319,1
2023-04-12T06:00,6.6,82,3.8,4.9,0.00,0.00,0.00,981.7,50,1.5,225,5.3,0.319,1
2023-04-12T07:00,9.0,71,4.1,7.1,0.00,0.00,0.00,982.0,68,2.9,173,6.8,0.319,1
2023-04-12T08:00,10.0,63,3.4,7.6,0.00,0.00,0.00,981.2,54,5.9,169,8.0,0.319,1
2023-04-12T09:00,11.7,53,2.6,9.3,0.00,0.00,0.00,980.9,72,7.3,171,9.5,0.318,1
2023-04-12T10:00,12.7,51,2.8,9.8,0.00,0.00,0.00,980.2,100,10.1,182,10.6,0.317,1
2023-04-12T11:00,13.5,49,2.9,10.5,0.00,0.00,0.00,979.5,100,12.4,190,11.5,0.316,1
2023-04-12T12:00,14.7,42,2.1,11.3,0.00,0.00,0.00,978.3,91,11.2,201,12.4,0.312,1
2023-04-12T13:00,16.0,39,2.2,12.7,0.00,0.00,0.00,977.0,90,11.6,210,12.9,0.311,1
2023-04-12T14:00,16.0,40,2.5,12.4,0.00,0.00,0.00,976.0,88,13.2,209,13.0,0.310,1
2023-04-12T15:00,16.0,41,2.6,12.3,0.00,0.00,0.00,975.4,66,13.7,185,13.0,0.309,1
2023-04-12T16:00,15.2,45,3.3,11.7,0.00,0.00,0.00,975.1,44,13.4,172,12.7,0.308,1
2023-04-12T17:00,13.5,52,3.9,10.2,0.00,0.00,0.00,974.5,32,12.6,175,12.0,0.308,1
2023-04-12T18:00,11.6,59,3.8,8.5,0.00,0.00,0.00,974.4,41,11.2,182,11.0,0.308,0
2023-04-12T19:00,10.4,65,4.0,7.2,0.00,0.00,0.00,974.4,47,11.7,189,10.2,0.308,0
2023-04-12T20:00,9.6,69,4.1,6.4,0.00,0.00,0.00,974.4,62,12.4,188,9.6,0.308,0
2023-04-12T21:00,9.3,70,4.0,6.0,0.00,0.00,0.00,974.0,58,12.5,192,9.1,0.308,0
2023-04-12T22:00,8.6,72,3.9,5.5,0.00,0.00,0.00,973.8,51,11.7,191,8.7,0.308,0
2023-04-12T23:00,8.4,73,3.9,5.4,0.00,0.00,0.00,973.4,86,10.7,192,8.4,0.308,0
2023-04-13T00:00,9.7,70,4.5,7.1,0.00,0.00,0.00,972.6,86,8.2,203,10.2,0.305,0
2023-04-13T01:00,9.0,83,6.2,7.5,0.30,0.30,0.00,972.5,100,4.0,260,9.7,0.307,0
2023-04-13T02:00,9.1,76,5.1,7.8,0.00,0.00,0.00,972.4,97,0.8,297,9.1,0.307,0
2023-04-13T03:00,7.8,90,6.2,6.4,0.00,0.00,0.00,972.2,93,2.4,297,8.6,0.307,0
2023-04-13T04:00,7.7,94,6.7,6.3,0.50,0.50,0.00,972.3,100,3.3,311,8.3,0.311,0
2023-04-13T05:00,8.2,95,7.4,7.2,1.90,1.90,0.00,972.6,100,2.1,59,8.2,0.338,1
2023-04-13T06:00,8.3,94,7.4,7.1,2.90,2.90,0.00,973.2,100,3.4,18,8.3,0.377,1
2023-04-13T07:00,8.3,94,7.5,6.4,2.60,2.60,0.00,973.4,100,8.4,329,8.3,0.409,1
2023-04-13T08:00,9.4,93,8.3,7.9,1.30,1.30,0.00,973.9,100,7.1,336,8.8,0.417,1
2023-04-13T09:00,9.6,90,8.0,7.6,1.20,1.20,0.00,974.3,100,9.7,358,9.2,0.421,1
2023-04-13T10:00,9.4,89,7.7,7.2,1.50,1.50,0.00,974.5,100,11.0,49,9.4,0.426,1
2023-04-13T11:00,8.9,90,7.3,6.6,1.50,1.50,0.00,974.5,100,10.9,27,9.2,0.428,1
2023-04-13T12:00,9.2,83,6.5,6.8,2.50,2.50,0.00,974.9,100,10.3,12,8.9,0.422,1
2023-04-13T13:00,9.0,88,7.1,6.6,1.10,1.10,0.00,974.4,100,11.6,16,8.9,0.423,1
2023-04-13T14:00,8.8,91,7.4,6.7,0.60,0.60,0.00,974.2,100,9.5,9,8.8,0.419,1
2023-04-13T15:00,8.7,91,7.3,6.4,0.80,0.80,0.00,973.7,100,11.1,25,8.7,0.420,1
2023-04-13T16:00,8.6,88,6.7,6.0,0.20,0.20,0.00,973.8,100,11.9,35,8.5,0.414,1
2023-04-13T17:00,7.8,90,6.2,5.0,1.10,1.10,0.00,973.8,100,12.6,24,8.1,0.422,1
2023-04-13T18:00,7.1,90,5.7,4.0,1.30,1.30,0.00,973.3,100,14.1,15,7.7,0.429,0
2023-04-13T19:00,6.6,90,5.0,3.2,2.50,2.50,0.00,973.3,100,14.5,14,7.3,0.439,0
2023-04-13T20:00,6.4,89,4.8,2.9,2.20,2.20,0.00,972.8,100,15.1,359,6.9,0.436,0
2023-04-13T21:00,6.1,89,4.4,2.4,2.00,2.00,0.00,972.4,100,15.9,355,6.7,0.436,0
2023-04-13T22:00,6.0,90,4.4,2.3,2.80,2.80,0.00,971.8,100,16.2,347,6.5,0.439,0
2023-04-13T23:00,5.3,92,4.1,1.1,3.70,3.70,0.00,971.6,100,19.0,335,6.2,0.437,0
2023-04-14T00:00,4.5,92,3.3,0.5,5.00,4.80,0.14,971.5,100,16.9,326,6.0,0.440,0
2023-04-14T01:00,3.8,95,3.0,-0.7,3.10,3.10,0.00,970.6,100,19.7,320,5.5,0.436,0
2023-04-14T02:00,3.7,95,3.0,-0.6,2.80,2.80,0.00,970.4,100,18.4,310,5.2,0.436,0
2023-04-14T03:00,3.6,95,2.8,-1.1,2.00,2.00,0.00,969.6,100,20.7,311,5.0,0.438,0
2023-04-14T04:00,4.0,92,2.9,-0.3,0.90,0.90,0.00,969.7,100,18.4,310,4.9,0.437,0
2023-04-14T05:00,4.3,90,2.8,0.3,0.60,0.60,0.00,969.4,100,16.4,310,4.8,0.435,1
2023-04-14T06:00,4.7,89,3.0,1.0,0.40,0.40,0.00,969.8,100,14.7,306,4.9,0.432,1
2023-04-14T07:00,4.9,88,3.0,0.9,0.90,0.90,0.00,969.9,100,15.9,308,5.0,0.436,1
2023-04-14T08:00,5.2,88,3.4,1.4,0.60,0.60,0.00,970.2,100,14.8,309,5.2,0.434,1
2023-04-14T09:00,5.4,88,3.5,1.8,0.80,0.80,0.00,970.3,100,13.9,301,5.4,0.436,1
2023-04-14T10:00,6.2,85,3.9,3.0,0.80,0.80,0.00,970.7,100,12.2,298,5.9,0.436,1
2023-04-14T11:00,6.3,86,4.1,3.4,0.90,0.90,0.00,971.0,100,9.7,297,6.1,0.437,1
2023-04-14T12:00,7.6,82,4.7,5.8,0.70,0.70,0.00,971.3,100,3.6,264,6.5,0.437,1
2023-04-14T13:00,8.0,78,4.4,5.9,0.30,0.30,0.00,971.5,100,5.4,312,7.0,0.432,1
2023-04-14T14:00,8.0,80,4.7,6.1,0.10,0.10,0.00,971.4,100,4.0,243,7.2,0.429,1
2023-04-14T15:00,8.3,77,4.5,6.5,0.10,0.10,0.00,971.6,100,3.4,252,7.5,0.425,1
2023-04-14T16:00,7.8,84,5.4,5.7,0.20,0.20,0.00,971.6,95,6.6,193,7.4,0.423,1
2023-04-14T17:00,7.3,90,5.8,4.9,0.20,0.20,0.00,971.8,94,9.0,185,7.1,0.422,1
2023-04-14T18:00,6.8,91,5.4,4.4,0.40,0.40,0.00,971.8,100,8.2,195,6.7,0.424,0
2023-04-14T19:00,6.3,91,4.9,3.8,0.70,0.70,0.00,971.9,90,8.5,208,6.3,0.430,0
2023-04-14T20:00,5.8,90,4.3,2.8,1.10,1.10,0.00,972.0,90,11.3,207,6.0,0.436,0
2023-04-14T21:00,5.7,90,4.2,2.2,0.90,0.90,0.00,971.8,93,14.7,202,5.7,0.436,0
2023-04-14T22:00,5.7,90,4.2,2.2,0.70,0.70,0.00,971.8,95,14.7,202,5.6,0.435,0
2023-04-14T23:00,5.8,90,4.3,2.3,0.60,0.60,0.00,971.9,95,14.7,202,5.6,0.434,0
2023-04-15T00:00,5.9,89,4.2,2.7,0.50,0.50,0.00,971.7,94,12.4,206,6.2,0.435,0
2023-04-15T01:00,6.1,90,4.6,3.0,0.30,0.30,0.00,971.4,93,12.0,196,5.9,0.431,0
2023-04-15T02:00,6.1,90,4.6,2.9,0.20,0.20,0.00,971.5,100,13.1,201,5.7,0.429,0
2023-04-15T03:00,6.1,90,4.6,3.0,0.70,0.70,0.00,971.5,90,12.2,204,5.6,0.433,0
2023-04-15T04:00,5.9,91,4.5,3.0,0.80,0.80,0.00,971.6,91,10.9,197,5.5,0.435,0
2023-04-15T05:00,6.0,90,4.5,3.2,0.50,0.50,0.00,971.8,91,10.5,196,5.5,0.433,1
2023-04-15T06:00,6.4,90,4.8,3.7,0.40,0.40,0.00,972.3,90,9.6,193,5.6,0.432,1
2023-04-15T07:00,7.0,89,5.4,4.5,0.30,0.30,0.00,973.0,97,9.2,191,6.0,0.431,1
2023-04-15T08:00,7.8,90,6.3,5.7,0.40,0.40,0.00,973.6,90,7.3,191,6.6,0.431,1
2023-04-15T09:00,8.9,87,6.9,7.3,0.40,0.40,0.00,974.1,91,5.1,176,7.6,0.430,1
2023-04-15T10:00,9.8,82,7.0,8.2,0.40,0.40,0.00,974.5,95,5.8,173,8.6,0.428,1
2023-04-15T11:00,10.6,78,7.0,8.9,0.30,0.30,0.00,974.8,97,5.8,184,9.4,0.427,1
2023-04-15T12:00,12.7,60,5.2,10.2,0.20,0.20,0.00,974.7,93,9.4,203,10.4,0.424,1
2023-04-15T13:00,11.8,68,6.1,9.2,0.00,0.00,0.00,975.1,94,11.2,176,10.4,0.421,1
2023-04-15T14:00,10.7,74,6.2,8.4,1.00,1.00,0.00,975.7,98,9.2,206,10.3,0.426,1
2023-04-15T15:00,11.6,66,5.5,10.1,0.00,0.00,0.00,975.7,93,3.0,194,10.3,0.423,1
2023-04-15T16:00,11.3,69,5.8,9.8,0.00,0.00,0.00,976.2,94,2.5,98,10.2,0.420,1
2023-04-15T17:00,9.6,85,7.2,8.1,0.00,0.00,0.00,976.9,90,5.2,106,9.6,0.418,1
2023-04-15T18:00,7.6,87,5.6,5.5,0.00,0.00,0.00,977.5,100,7.1,60,8.6,0.416,0
2023-04-15T19:00,7.4,92,6.2,5.5,0.10,0.10,0.00,978.6,100,6.6,338,7.9,0.415,0
2023-04-15T20:00,6.5,94,5.6,4.1,0.10,0.10,0.00,979.2,100,8.9,339,7.4,0.415,0
2023-04-15T21:00,5.5,96,4.9,3.6,0.10,0.10,0.00,979.2,90,4.3,312,6.9,0.414,0
2023-04-15T22:00,5.0,96,4.4,3.0,0.00,0.00,0.00,979.8,100,4.5,331,6.4,0.412,0
2023-04-15T23:00,5.4,95,4.7,3.0,0.00,0.00,0.00,980.6,93,7.8,338,6.1,0.411,0
2023-04-16T00:00,6.0,96,5.5,4.3,0.00,0.00,0.00,981.2,92,4.0,360,7.0,0.416,0
2023-04-16T01:00,6.1,95,5.4,3.8,0.00,0.00,0.00,981.2,94,7.6,329,6.6,0.414,0
2023-04-16T02:00,5.9,95,5.1,3.3,0.10,0.10,0.00,981.6,100,9.5,335,6.3,0.414,0
2023-04-16T03:00,5.7,95,5.0,3.1,0.20,0.20,0.00,981.8,100,9.2,329,6.1,0.415,0
2023-04-16T04:00,5.7,95,4.9,2.8,0.10,0.10,0.00,982.1,100,11.0,337,6.0,0.415,0
2023-04-16T05:00,5.8,95,5.0,3.2,0.20,0.20,0.00,982.4,100,9.4,342,5.9,0.415,1
2023-04-16T06:00,6.3,94,5.4,4.1,0.20,0.20,0.00,983.3,100,7.2,360,6.2,0.415,1
2023-04-16T07:00,6.7,92,5.4,4.5,0.30,0.30,0.00,983.4,100,7.2,357,6.5,0.417,1
2023-04-16T08:00,7.2,91,5.8,5.2,0.30,0.30,0.00,983.7,100,6.9,354,7.0,0.418,1
2023-04-16T09:00,7.6,90,6.0,5.6,0.40,0.40,0.00,984.0,100,7.0,12,7.4,0.421,1
2023-04-16T10:00,8.2,85,5.8,5.8,0.40,0.40,0.00,984.1,100,9.4,7,8.0,0.422,1
2023-04-16T11:00,8.2,87,6.2,5.9,0.40,0.40,0.00,984.1,100,9.4,4,8.0,0.423,1
2023-04-16T12:00,9.9,72,5.1,6.5,0.50,0.50,0.00,984.8,100,15.1,25,9.5,0.418,1
2023-04-16T13:00,9.8,72,5.0,6.3,0.10,0.10,0.00,984.5,100,15.7,37,9.4,0.417,1
2023-04-16T14:00,10.0,70,4.9,6.8,0.00,0.00,0.00,984.5,83,13.5,29,9.4,0.415,1
2023-04-16T15:00,10.2,68,4.6,7.1,0.00,0.00,0.00,984.5,65,12.0,16,9.4,0.413,1
2023-04-16T16:00,10.2,71,5.2,7.4,0.00,0.00,0.00,984.6,64,11.5,4,9.3,0.411,1
2023-04-16T17:00,9.4,76,5.4,6.7,0.00,0.00,0.00,984.6,60,10.9,6,9.0,0.409,1
2023-04-16T18:00,8.9,76,4.9,5.9,0.00,0.00,0.00,984.8,99,11.9,5,8.6,0.408,0
2023-04-16T19:00,8.6,74,4.2,5.5,0.00,0.00,0.00,985.0,100,11.2,360,8.2,0.407,0
2023-04-16T20:00,8.4,75,4.2,5.6,0.10,0.10,0.00,985.4,100,9.4,342,8.0,0.407,0
2023-04-16T21:00,8.1,77,4.3,4.9,0.40,0.40,0.00,985.1,100,12.9,324,7.7,0.409,0
2023-04-16T22:00,7.7,79,4.3,4.1,0.10,0.10,0.00,984.9,100,15.1,322,7.5,0.408,0
2023-04-16T23:00,7.0,82,4.2,3.4,0.00,0.00,0.00,984.5,100,14.6,322,7.1,0.407,0
2023-04-17T00:00,6.4,84,4.0,2.7,0.10,0.10,0.00,984.5,72,15.6,320,8.0,0.404,0
2023-04-17T01:00,7.4,79,4.0,3.5,0.00,0.00,0.00,983.9,60,17.3,318,7.5,0.403,0
2023-04-17T02:00,7.5,77,3.7,3.4,0.00,0.00,0.00,983.4,71,18.1,317,7.2,0.402,0
2023-04-17T03:00,7.6,75,3.4,3.6,0.00,0.00,0.00,983.4,80,17.1,316,7.0,0.402,0
2023-04-17T04:00,7.9,73,3.4,3.8,0.00,0.00,0.00,983.6,86,17.1,321,7.0,0.401,0
2023-04-17T05:00,8.2,72,3.5,4.1,0.00,0.00,0.00,983.6,93,17.6,319,7.0,0.400,1
2023-04-17T06:00,9.0,70,3.9,5.2,0.00,0.00,0.00,984.0,94,16.0,324,7.3,0.400,1
2023-04-17T07:00,9.7,70,4.5,6.4,0.00,0.00,0.00,984.3,83,13.3,322,7.8,0.399,1
2023-04-17T08:00,11.1,65,4.8,7.9,0.00,0.00,0.00,984.4,81,13.6,323,8.4,0.398,1
2023-04-17T09:00,13.6,60,6.1,10.3,0.00,0.00,0.00,984.2,37,15.6,334,9.7,0.396,1
2023-04-17T10:00,15.9,48,4.9,12.0,0.10,0.10,0.00,983.9,70,22.7,25,11.3,0.395,1
2023-04-17T11:00,16.2,45,4.3,11.6,0.00,0.00,0.00,983.2,98,22.6,25,12.1,0.393,1
2023-04-17T12:00,16.1,48,5.0,12.0,0.00,0.00,0.00,983.9,91,20.0,23,12.2,0.399,1
2023-04-17T13:00,15.1,48,4.1,11.2,0.00,0.00,0.00,983.9,90,17.3,17,12.1,0.397,1
2023-04-17T14:00,15.0,50,4.6,11.4,0.00,0.00,0.00,983.6,90,15.8,17,12.1,0.396,1
2023-04-17T15:00,15.2,49,4.6,11.5,0.00,0.00,0.00,983.2,88,16.1,16,12.2,0.395,1
2023-04-17T16:00,14.8,53,5.2,11.5,0.00,0.00,0.00,983.1,73,14.8,6,12.1,0.393,1
2023-04-17T17:00,13.7,56,5.2,10.7,0.00,0.00,0.00,983.2,98,11.9,358,11.7,0.393,1
2023-04-17T18:00,12.1,62,4.9,9.0,0.00,0.00,0.00,983.5,63,12.2,346,11.0,0.392,0
2023-04-17T19:00,10.8,66,4.7,7.6,0.00,0.00,0.00,984.2,62,12.8,338,10.4,0.392,0
2023-04-17T20:00,9.9,69,4.5,6.7,0.00,0.00,0.00,984.2,82,12.9,333,9.8,0.391,0
2023-04-17T21:00,9.9,68,4.3,6.5,0.00,0.00,0.00,984.1,94,13.8,332,9.5,0.391,0
2023-04-17T22:00,10.0,69,4.6,6.6,0.00,0.00,0.00,984.0,91,14.7,332,9.4,0.390,0
2023-04-17T23:00,10.0,70,4.8,6.5,0.00,0.00,0.00,984.1,100,15.0,336,9.3,0.390,0
2023-04-18T00:00,9.7,71,4.6,6.2,0.00,0.00,0.00,984.1,93,14.7,335,10.3,0.392,0
2023-04-18T01:00,10.0,70,4.8,6.5,0.00,0.00,0.00,983.9,100,15.5,335,9.9,0.392,0
2023-04-18T02:00,9.9,71,4.9,6.6,0.00,0.00,0.00,983.7,100,13.6,338,9.6,0.391,0
2023-04-18T03:00,9.6,73,5.0,6.7,0.00,0.00,0.00,983.8,100,11.4,342,9.3,0.391,0
2023-04-18T04:00,9.9,71,4.9,6.9,0.00,0.00,0.00,984.1,100,12.1,343,9.2,0.391,0
2023-04-18T05:00,10.2,71,5.1,7.2,0.00,0.00,0.00,984.5,100,12.8,350,9.3,0.390,1
2023-04-18T06:00,10.5,72,5.6,7.5,0.00,0.00,0.00,985.0,100,13.1,352,9.4,0.390,1
2023-04-18T07:00,11.2,71,6.0,8.3,0.00,0.00,0.00,985.1,100,12.8,350,9.7,0.389,1
2023-04-18T08:00,11.9,67,6.1,8.0,0.00,0.00,0.00,985.3,100,19.7,9,10.1,0.389,1
2023-04-18T09:00,12.4,67,6.5,8.7,0.00,0.00,0.00,985.5,100,19.6,14,10.4,0.388,1
2023-04-18T10:00,12.9,65,6.5,9.3,0.00,0.00,0.00,985.6,100,18.9,14,10.8,0.387,1
2023-04-18T11:00,13.0,65,6.6,9.7,0.00,0.00,0.00,985.6,100,16.4,19,11.0,0.387,1
2023-04-18T12:00,13.2,69,7.5,10.0,0.00,0.00,0.00,986.0,100,17.1,28,11.3,0.385,1
2023-04-18T13:00,13.3,64,6.6,10.2,0.00,0.00,0.00,985.9,90,15.1,33,11.4,0.384,1
2023-04-18T14:00,12.5,70,7.1,9.9,0.00,0.00,0.00,986.1,85,12.5,41,11.4,0.384,1
2023-04-18T15:00,11.7,77,7.8,9.7,0.00,0.00,0.00,986.2,84,9.7,31,11.2,0.384,1
2023-04-18T16:00,12.1,77,8.1,10.3,0.00,0.00,0.00,986.2,100,8.5,12,11.1,0.383,1
2023-04-18T17:00,11.8,74,7.4,9.5,0.00,0.00,0.00,986.1,100,11.2,21,10.9,0.383,1
2023-04-18T18:00,11.1,76,7.0,8.6,0.00,0.00,0.00,986.5,100,11.8,20,10.6,0.383,0
2023-04-18T19:00,10.6,79,7.1,8.3,0.10,0.10,0.00,987.2,100,10.9,6,10.3,0.384,0
2023-04-18T20:00,10.1,85,7.8,8.1,0.80,0.80,0.00,987.2,100,9.5,335,9.9,0.390,0
2023-04-18T21:00,9.8,88,7.9,7.6,0.20,0.20,0.00,987.0,100,11.1,306,9.6,0.392,0
2023-04-18T22:00,9.6,84,7.1,6.9,0.00,0.00,0.00,986.8,96,13.0,312,9.2,0.391,0
2023-04-18T23:00,9.0,84,6.4,6.1,0.00,0.00,0.00,986.7,68,13.7,315,8.8,0.391,0
2023-04-19T00:00,9.1,86,6.9,6.4,0.00,0.00,0.00,986.8,61,13.3,308,9.4,0.405,0
2023-04-19T01:00,8.8,86,6.7,6.0,0.00,0.00,0.00,986.4,100,13.6,307,8.9,0.404,0
2023-04-19T02:00,8.6,85,6.3,5.8,0.00,0.00,0.00,985.9,100,12.2,304,8.5,0.402,0
2023-04-19T03:00,8.6,85,6.1,5.9,0.00,0.00,0.00,985.4,98,11.5,314,8.3,0.401,0
2023-04-19T04:00,8.3,85,5.9,5.8,0.00,0.00,0.00,985.2,90,10.4,314,8.1,0.400,0
2023-04-19T05:00,8.7,83,5.9,6.0,0.00,0.00,0.00,985.2,85,10.9,316,8.0,0.399,1
2023-04-19T06:00,10.2,80,6.9,7.8,0.00,0.00,0.00,985.3,39,11.1,324,8.6,0.398,1
2023-04-19T07:00,11.8,69,6.3,9.2,0.00,0.00,0.00,985.4,80,11.3,333,9.5,0.397,1
2023-04-19T08:00,12.8,65,6.3,10.4,0.00,0.00,0.00,985.2,62,10.0,347,10.5,0.396,1
2023-04-19T09:00,13.3,61,6.0,10.9,0.00,0.00,0.00,984.7,77,9.4,2,11.3,0.395,1
2023-04-19T10:00,13.0,63,6.1,11.1,0.00,0.00,0.00,984.5,74,6.1,357,11.4,0.394,1
2023-04-19T11:00,13.7,61,6.2,11.9,0.00,0.00,0.00,983.8,76,5.8,4,11.9,0.392,1
2023-04-19T12:00,13.1,75,8.8,12.1,0.00,0.00,0.00,983.5,64,6.9,264,13.5,0.394,1
2023-04-19T13:00,13.1,64,6.5,11.0,0.40,0.40,0.00,983.1,93,8.6,57,13.7,0.396,1
2023-04-19T14:00,12.1,77,8.3,10.0,0.10,0.10,0.00,983.2,84,11.5,90,13.2,0.396,1
2023-04-19T15:00,12.2,79,8.6,10.5,0.10,0.10,0.00,983.0,100,8.6,33,13.0,0.396,1
2023-04-19T16:00,10.5,84,7.9,8.6,3.00,3.00,0.00,983.3,100,8.9,21,12.1,0.426,1
2023-04-19T17:00,10.5,90,8.9,9.3,0.40,0.40,0.00,983.3,100,6.0,335,11.3,0.424,1
2023-04-19T18:00,10.0,86,7.8,8.3,0.10,0.10,0.00,983.6,100,7.3,349,10.6,0.419,0
2023-04-19T19:00,9.1,86,6.9,7.4,0.00,0.00,0.00,984.2,37,5.8,356,9.8,0.416,0
2023-04-19T20:00,8.1,85,5.7,6.1,0.00,0.00,0.00,984.6,83,6.0,33,9.0,0.413,0
2023-04-19T21:00,6.7,87,4.7,4.4,0.00,0.00,0.00,984.5,78,7.0,35,8.4,0.411,0
2023-04-19T22:00,6.1,87,4.1,3.7,0.00,0.00,0.00,984.9,39,6.5,354,7.8,0.409,0
2023-04-19T23:00,5.2,87,3.2,2.6,0.00,0.00,0.00,984.7,85,7.3,340,7.1,0.408,0
2023-04-20T00:00,6.5,84,3.9,4.0,0.00,0.00,0.00,984.7,87,6.8,357,8.1,0.412,0
2023-04-20T01:00,5.4,87,3.3,2.9,0.00,0.00,0.00,984.2,39,5.9,346,7.3,0.410,0
2023-04-20T02:00,4.7,89,3.0,2.2,0.00,0.00,0.00,984.2,59,5.5,328,6.7,0.409,0
2023-04-20T03:00,4.5,86,2.3,1.9,0.00,0.00,0.00,983.8,32,6.1,332,6.0,0.407,0
2023-04-20T04:00,4.6,84,2.2,2.1,0.00,0.00,0.00,984.1,34,5.5,337,5.4,0.406,0
2023-04-20T05:00,5.1,90,3.6,3.0,0.00,0.00,0.00,984.6,67,4.1,345,5.5,0.405,1
2023-04-20T06:00,6.7,83,4.0,4.8,0.00,0.00,0.00,985.3,56,2.7,337,6.5,0.404,1
2023-04-20T07:00,8.1,78,4.5,6.2,0.00,0.00,0.00,985.3,74,3.3,13,7.8,0.403,1
2023-04-20T08:00,9.7,73,5.2,8.0,0.00,0.00,0.00,985.2,100,3.4,18,9.3,0.401,1
2023-04-20T09:00,11.6,66,5.4,10.8,0.00,0.00,0.00,984.9,100,2.5,45,10.8,0.400,1
2023-04-20T10:00,13.6,59,5.8,13.5,0.00,0.00,0.00,984.9,100,2.3,108,12.3,0.397,1
2023-04-20T11:00,14.1,58,6.0,13.2,0.00,0.00,0.00,984.5,92,3.1,144,13.1,0.396,1
2023-04-20T12:00,13.1,60,5.4,11.7,0.00,0.00,0.00,984.6,100,1.8,79,13.1,0.395,1
2023-04-20T13:00,13.8,60,6.0,12.5,0.00,0.00,0.00,984.5,100,1.6,63,13.2,0.393,1
2023-04-20T14:00,14.2,59,6.2,12.7,0.00,0.00,0.00,984.0,76,3.6,37,13.4,0.392,1
2023-04-20T15:00,14.6,57,6.2,13.0,0.00,0.00,0.00,983.5,58,4.4,55,13.4,0.391,1
2023-04-20T16:00,14.2,59,6.3,12.6,0.00,0.00,0.00,983.6,56,4.3,24,13.1,0.390,1
2023-04-20T17:00,13.0,68,7.2,11.5,0.00,0.00,0.00,983.4,39,5.6,345,12.5,0.390,1
2023-04-20T18:00,10.9,73,6.2,9.2,0.00,0.00,0.00,983.6,16,4.9,324,11.3,0.389,0
2023-04-20T19:00,9.7,75,5.5,8.1,0.00,0.00,0.00,984.0,54,3.2,297,10.0,0.389,0
2023-04-20T20:00,9.5,75,5.3,7.5,0.00,0.00,0.00,984.3,80,5.5,293,9.3,0.389,0
2023-04-20T21:00,8.9,79,5.4,7.1,0.00,0.00,0.00,984.3,62,4.2,329,8.8,0.388,0
2023-04-20T22:00,8.7,79,5.2,6.7,0.00,0.00,0.00,984.3,39,5.0,330,8.3,0.388,0
2023-04-20T23:00,8.0,81,5.0,5.8,0.00,0.00,0.00,984.3,21,6.9,321,7.9,0.388,0
2023-04-21T00:00,7.4,86,5.1,5.0,0.00,0.00,0.00,984.3,48,8.2,311,8.4,0.383,0
